title,description,keywords,date,duration,views,n_lang,lang,speaker,speaker_job,speaker_about,n_comments
The secrets of learning a new language,"Want to learn a new language but feel daunted or unsure where to begin? You don't need some special talent or a ""language gene,"" says Lýdia Machová. In an upbeat, inspiring talk, she reveals the secrets of polyglots (people who speak multiple languages) and shares four principles to help unlock your own hidden language talent — and have fun while doing it.","language, education, communication, culture, personal growth, speech",October 2018,645.0,1490420,9,en | sk | tr | pt-BR | sw | my | cs | el | bg,Lýdia Machová,Language mentor,Lýdia Machová teaches people how they can learn any language by themselves.,146
The history of the world according to cats,"In ancient times, wildcats were fierce carnivorous hunters. And unlike dogs, who have undergone centuries of selective breeding, modern cats are genetically very similar to ancient cats. How did these solitary, fierce predators become our sofa sidekicks? Eva-Maria Geigl traces the domestication of the modern house cat. [Directed by Chintis Lundgren, narrated by Bethany Cutmore-Scott, music by Draško Ivezić]. ","TED-Ed, animation, history, animals",January 2019,260.0,24819,7,en | pt-BR | pt | fr | tr | pl | es,Eva-Maria Geigl,Educator,,
How to break bad management habits before they reach the next generation of leaders,"Companies are counting on their future leaders to manage with more speed, flexibility and trust than ever before. But how can middle managers climb the corporate ladder while also challenging the way things have always been done? Leadership expert Elizabeth Lyle offers a new approach to breaking the rules while you're on your way up, sharing creative ways organizations can give middle managers the space and coaching they need to start leading differently.","work, trust, happiness, success, business, leadership, potential, personal growth, collaboration, communication",October 2018,723.0,981259,5,en | pt | es | sr | hu,Elizabeth Lyle,Leadership development expert,"BCG's Elizabeth Lyle challenges top leaders to create high-performance, future-ready organizational cultures.",21
5 ways to share math with kids,"Mathematics is not about following rules, it's about playing—and exploring, fighting, looking for clues, and sometimes even breaking things, according to Dan Finkel. In this playful, inspiring talk, the founder of Math for Love offers teachers and parents alike a five-step guide to sharing the beauty and playfulness of mathematical thinking with children.","math, education, teaching",November 2015,0,11766,3,en | ar | es,Dan Finkel,Dan Finkel,,
Why is algebra so hard? The answer is surprisingly simple,Why is algebra so hard? Math teacher Emmanuel Schanzer believes the problem with math lies in what we tell students math is. Learn how Schanzer's innovative online math curriculum teaches students to solve problems through design in this upbeat talk.,"education, technology, math, computers, teaching",November 2016,0,154175,0,,Emmanuel Schanzer,Emmanuel Schanzer,-,
 How math is our real sixth sense,"In this engaging talk, high school math teacher and YouTube star Eddie Woo shares his passion for mathematics, calling it an extra sense that we can all access. Using real-world examples of geometry, he encourages everyone to seek out the patterns around them for ""a whole new way to see the world.""","education, math, life",June 2018,0,15334,0,,Eddie Woo,Eddie Woo,"A public high school teacher for more than 10 years, Eddie Woo gained international attention when he posted videos of his classroom lessons online, to assist an ill student. His YouTube channel, WooTube, has more than 200,000 subscribers and over 13 million views. Eddie believe that mathematics can be embraced and even enjoyed by absolutely everybody. He was named Australia's Local Hero and was a Top 10 Finalist in the Global Teacher Prize for his love of teaching mathematics.",
Is light a particle or a wave?,"Can we accurately describe light as exclusively a wave or just a particle? Are the two mutually exclusive? In this third part of his series on light and color Colm Kelleher discusses wave-particle duality and its relationship to how we see light and therefore color. [Directed by Nelson Diaz, narrated by Colm Kelleher].","history, science, TED-Ed, animation",January 2013,263.0,632647,23,el | en | vi | it | ar | pt-BR | cs | es | ru | pt | zh-Hant | tr | zh-Hans | th | ro | fr | bg | ja | he | ko | pl | de | my,Colm Kelleher,Educator,,
Does your vote count? The Electoral College explained,"You vote but then what? Discover how your individual vote contributes to the popular vote and your state's electoral vote in different ways—and see how votes are counted on both state and national levels. [Lesson by Christina Greer, directed by Mark Phillips, narrated by Christina Greer]. ","animation, TED-Ed, democracy, history",November 2012,321.0,2683351,17,ru | fr | en | zh-Hant | de | ko | it | zh-Hans | ar | pt-BR | pl | vi | ro | ja | es | he | pt,Christina Greer,Educator,,
"In the opioid crisis, here's what it takes to save a life","As a fire chief and first responder, Jan Rader has spent her career saving lives. But when the opioid epidemic hit her town, she realized they needed to take a brand-new approach to life-saving. In this powerful, hopeful talk, Rader shows what it's like on the front lines of this crisis — and how her community is taking an unusual new approach to treating substance-abuse disorder that starts with listening.","leadership, addiction, personal growth, opioids, public health, narcotics, community, society, social change, disease, health",November 2018,871.0,925179,3,en | pt | pt-BR,Jan Rader,Humanitarian warrior,Jan Rader is a firefighter and a nurse.,24
"Museums should honor the everyday, not just the extraordinary","Who deserves to be in a museum? For too long, the answer has been ""the extraordinary"" — those aspirational historymakers who inspire us with their successes. But those stories are limiting, says museum curator Ariana Curtis. In a visionary talk, she imagines how museums can more accurately represent history by honoring the lives of people both extraordinary and everyday, prominent and hidden — and amplify diverse perspectives that should have always been included.","museums, art, history, United States, gender equality, culture, race, identity",November 2018,739.0,1015490,4,en | pt-BR | fr | pt,Ariana Curtis,Afro-Latina researcher and curator,"Ariana A. Curtis gets to research, collect, interpret and display objects and stories that help tell the history of all of us and our connections to each other.",25
